date,adm0_name,adm1_name,cum_confirmed_cases,active_cases,cum_deaths,cum_recoveries
2020-03-29,China,Hubei,67801,2049,3182,62570
2020-03-30,China,Hubei,67801,1726,3186,62889
2020-03-31,China,Hubei,67801,1461,3187,63153
2020-04-01,China,Hubei,67802,1283,3193,63326
2020-04-02,China,Hubei,67802,1132,3199,63471
2020-04-03,China,Hubei,67802,987,3203,63612
2020-04-04,China,Hubei,67803,834,3207,63762
2020-04-05,China,Hubei,67803,648,3210,63945
2020-04-06,China,Hubei,67803,577,3212,64014
2020-04-07,China,Hubei,67803,518,3212,64073
2020-04-08,China,Hubei,67803,448,3213,64142
2020-04-09,China,Hubei,67803,401,3215,64187
2020-04-10,China,Hubei,67803,351,3216,64236
2020-04-11,China,Hubei,67803,320,3219,64264
2020-04-12,China,Hubei,67803,303,3219,64281
2020-04-13,China,Hubei,67803,244,3221,64338
2020-04-14,China,Hubei,67803,219,3221,64363
2020-04-15,China,Hubei,67803,179,3222,64402
2020-04-16,China,Hubei,67803,146,3222,64435
2020-04-17,China,Hubei,68128,129,4512,63487
2020-04-18,China,Hubei,68128,122,4512,63494
2020-01-22,China,Hunan,4,4,0,0
2020-01-23,China,Hunan,9,9,0,0
2020-01-24,China,Hunan,24,24,0,0
2020-01-25,China,Hunan,43,43,0,0
2020-01-26,China,Hunan,69,69,0,0
2020-01-27,China,Hunan,100,100,0,0
2020-01-28,China,Hunan,143,143,0,0
2020-01-29,China,Hunan,221,221,0,0
2020-01-30,China,Hunan,277,275,0,2
2020-01-31,China,Hunan,332,330,0,2
2020-02-01,China,Hunan,389,381,0,8
2020-02-02,China,Hunan,463,447,0,16
2020-02-03,China,Hunan,521,499,0,22
2020-02-04,China,Hunan,593,562,0,31
2020-02-05,China,Hunan,661,607,0,54
2020-02-06,China,Hunan,711,630,0,81
2020-02-07,China,Hunan,772,660,0,112
2020-02-08,China,Hunan,803,646,1,156
2020-02-09,China,Hunan,838,651,1,186
2020-02-10,China,Hunan,879,670,1,208
2020-02-11,China,Hunan,912,664,1,247
2020-02-12,China,Hunan,946,640,2,304
2020-02-13,China,Hunan,968,627,2,339
2020-02-14,China,Hunan,988,622,2,364
2020-02-15,China,Hunan,1001,574,2,425
2020-02-16,China,Hunan,1004,537,3,464
2020-02-17,China,Hunan,1006,505,3,498
2020-02-18,China,Hunan,1007,476,4,527
2020-02-19,China,Hunan,1008,443,4,561
2020-02-20,China,Hunan,1010,372,4,634
2020-02-21,China,Hunan,1011,346,4,661
2020-02-22,China,Hunan,1013,317,4,692
2020-02-23,China,Hunan,1016,298,4,714
2020-02-24,China,Hunan,1016,281,4,731
2020-02-25,China,Hunan,1016,244,4,768
2020-02-26,China,Hunan,1016,229,4,783
2020-02-27,China,Hunan,1017,209,4,804
2020-02-28,China,Hunan,1017,183,4,830
2020-02-29,China,Hunan,1018,168,4,846
2020-03-01,China,Hunan,1018,148,4,866
2020-03-02,China,Hunan,1018,127,4,887
2020-03-03,China,Hunan,1018,108,4,906
2020-03-04,China,Hunan,1018,98,4,916
2020-03-05,China,Hunan,1018,76,4,938
2020-03-06,China,Hunan,1018,59,4,955
2020-03-07,China,Hunan,1018,54,4,960
2020-03-08,China,Hunan,1018,46,4,968
2020-03-09,China,Hunan,1018,35,4,979
2020-03-10,China,Hunan,1018,24,4,990
2020-03-11,China,Hunan,1018,19,4,995
2020-03-12,China,Hunan,1018,15,4,999
2020-03-13,China,Hunan,1018,9,4,1005
2020-03-14,China,Hunan,1018,0,4,1014
2020-03-15,China,Hunan,1018,0,4,1014
2020-03-16,China,Hunan,1018,0,4,1014
2020-03-17,China,Hunan,1018,0,4,1014
2020-03-18,China,Hunan,1018,0,4,1014
2020-03-19,China,Hunan,1018,0,4,1014
2020-03-20,China,Hunan,1018,0,4,1014
2020-03-21,China,Hunan,1018,0,4,1014
2020-03-22,China,Hunan,1018,0,4,1014
2020-03-23,China,Hunan,1018,0,4,1014
2020-03-24,China,Hunan,1018,0,4,1014
2020-03-25,China,Hunan,1018,0,4,1014
2020-03-26,China,Hunan,1018,0,4,1014
2020-03-27,China,Hunan,1018,0,4,1014
2020-03-28,China,Hunan,1018,0,4,1014
2020-03-29,China,Hunan,1018,0,4,1014
2020-03-30,China,Hunan,1018,0,4,1014
2020-03-31,China,Hunan,1018,0,4,1014
2020-04-01,China,Hunan,1018,0,4,1014
2020-04-02,China,Hunan,1019,1,4,1014
2020-04-03,China,Hunan,1019,1,4,1014
2020-04-04,China,Hunan,1019,1,4,1014
2020-04-05,China,Hunan,1019,1,4,1014
2020-04-06,China,Hunan,1019,1,4,1014
2020-04-07,China,Hunan,1019,1,4,1014
2020-04-08,China,Hunan,1019,1,4,1014
2020-04-09,China,Hunan,1019,1,4,1014
2020-04-10,China,Hunan,1019,1,4,1014
2020-04-11,China,Hunan,1019,1,4,1014
2020-04-12,China,Hunan,1019,1,4,1014
2020-04-13,China,Hunan,1019,1,4,1014
2020-04-14,China,Hunan,1019,1,4,1014
2020-04-15,China,Hunan,1019,1,4,1014
2020-04-16,China,Hunan,1019,1,4,1014
2020-04-17,China,Hunan,1019,1,4,1014
2020-04-18,China,Hunan,1019,0,4,1015
2020-01-22,China,Inner Mongolia,0,0,0,0
2020-01-23,China,Inner Mongolia,0,0,0,0
2020-01-24,China,Inner Mongolia,1,1,0,0
2020-01-25,China,Inner Mongolia,7,7,0,0
2020-01-26,China,Inner Mongolia,7,7,0,0
2020-01-27,China,Inner Mongolia,11,11,0,0
2020-01-28,China,Inner Mongolia,15,15,0,0
2020-01-29,China,Inner Mongolia,16,16,0,0
2020-01-30,China,Inner Mongolia,19,19,0,0
2020-01-31,China,Inner Mongolia,20,19,0,1
2020-02-01,China,Inner Mongolia,23,22,0,1
2020-02-02,China,Inner Mongolia,27,26,0,1
2020-02-03,China,Inner Mongolia,34,33,0,1
2020-02-04,China,Inner Mongolia,35,34,0,1
2020-02-05,China,Inner Mongolia,42,39,0,3
2020-02-06,China,Inner Mongolia,46,42,0,4
2020-02-07,China,Inner Mongolia,50,45,0,5
2020-02-08,China,Inner Mongolia,52,47,0,5
2020-02-09,China,Inner Mongolia,54,49,0,5
2020-02-10,China,Inner Mongolia,58,53,0,5
2020-02-11,China,Inner Mongolia,58,53,0,5
2020-02-12,China,Inner Mongolia,60,54,0,6
2020-02-13,China,Inner Mongolia,61,55,0,6
2020-02-14,China,Inner Mongolia,65,59,0,6
2020-02-15,China,Inner Mongolia,68,61,0,7
2020-02-16,China,Inner Mongolia,70,62,0,8
2020-02-17,China,Inner Mongolia,72,64,0,8
2020-02-18,China,Inner Mongolia,73,65,0,8
2020-02-19,China,Inner Mongolia,75,65,0,10
2020-02-20,China,Inner Mongolia,75,59,0,16
2020-02-21,China,Inner Mongolia,75,58,0,17
2020-02-22,China,Inner Mongolia,75,49,0,26
2020-02-23,China,Inner Mongolia,75,48,0,27
2020-02-24,China,Inner Mongolia,75,41,0,34
2020-02-25,China,Inner Mongolia,75,40,0,35
2020-02-26,China,Inner Mongolia,75,37,0,38
2020-02-27,China,Inner Mongolia,75,32,0,43
2020-02-28,China,Inner Mongolia,75,30,0,45
2020-02-29,China,Inner Mongolia,75,26,0,49
2020-03-01,China,Inner Mongolia,75,23,0,52
2020-03-02,China,Inner Mongolia,75,21,0,54
2020-03-03,China,Inner Mongolia,75,15,1,59
2020-03-04,China,Inner Mongolia,75,11,1,63
2020-03-05,China,Inner Mongolia,75,9,1,65
2020-03-06,China,Inner Mongolia,75,9,1,65
2020-03-07,China,Inner Mongolia,75,7,1,67
2020-03-08,China,Inner Mongolia,75,4,1,70
2020-03-09,China,Inner Mongolia,75,4,1,70
2020-03-10,China,Inner Mongolia,75,4,1,70
2020-03-11,China,Inner Mongolia,75,3,1,71
2020-03-12,China,Inner Mongolia,75,3,1,71
2020-03-13,China,Inner Mongolia,75,3,1,71
2020-03-14,China,Inner Mongolia,75,3,1,71
2020-03-15,China,Inner Mongolia,75,3,1,71
2020-03-16,China,Inner Mongolia,75,1,1,73
2020-03-17,China,Inner Mongolia,75,1,1,73
2020-03-18,China,Inner Mongolia,75,1,1,73
2020-03-19,China,Inner Mongolia,75,0,1,74
2020-03-20,China,Inner Mongolia,75,0,1,74
2020-03-21,China,Inner Mongolia,75,0,1,74
2020-03-22,China,Inner Mongolia,75,0,1,74
2020-03-23,China,Inner Mongolia,75,0,1,74
2020-03-24,China,Inner Mongolia,75,0,1,74
2020-03-25,China,Inner Mongolia,77,2,1,74
2020-03-26,China,Inner Mongolia,89,14,1,74
2020-03-27,China,Inner Mongolia,92,17,1,74
2020-03-28,China,Inner Mongolia,94,19,1,74
2020-03-29,China,Inner Mongolia,95,20,1,74
2020-03-30,China,Inner Mongolia,97,22,1,74
2020-03-31,China,Inner Mongolia,107,32,1,74
2020-04-01,China,Inner Mongolia,111,36,1,74
2020-04-02,China,Inner Mongolia,117,42,1,74
2020-04-03,China,Inner Mongolia,117,42,1,74
2020-04-04,China,Inner Mongolia,117,42,1,74
2020-04-05,China,Inner Mongolia,117,42,1,74
2020-04-06,China,Inner Mongolia,118,43,1,74
2020-04-07,China,Inner Mongolia,121,46,1,74
2020-04-08,China,Inner Mongolia,124,49,1,74
2020-04-09,China,Inner Mongolia,126,46,1,79
2020-04-10,China,Inner Mongolia,128,48,1,79
2020-04-11,China,Inner Mongolia,155,75,1,79
2020-04-12,China,Inner Mongolia,189,105,1,83
2020-04-13,China,Inner Mongolia,190,106,1,83
2020-04-14,China,Inner Mongolia,190,98,1,91
2020-04-15,China,Inner Mongolia,190,95,1,94
2020-04-16,China,Inner Mongolia,193,98,1,94
2020-04-17,China,Inner Mongolia,193,89,1,103
2020-04-18,China,Inner Mongolia,193,88,1,104
2020-01-22,China,Jiangsu,1,1,0,0
2020-01-23,China,Jiangsu,5,5,0,0
2020-01-24,China,Jiangsu,9,9,0,0
2020-01-25,China,Jiangsu,18,17,0,1
2020-01-26,China,Jiangsu,33,32,0,1
2020-01-27,China,Jiangsu,47,46,0,1
2020-01-28,China,Jiangsu,70,69,0,1
2020-01-29,China,Jiangsu,99,98,0,1
2020-01-30,China,Jiangsu,129,128,0,1
2020-01-31,China,Jiangsu,168,163,0,5
2020-02-01,China,Jiangsu,202,196,0,6
2020-02-02,China,Jiangsu,236,229,0,7
2020-02-03,China,Jiangsu,271,263,0,8
2020-02-04,China,Jiangsu,308,296,0,12
2020-02-05,China,Jiangsu,341,318,0,23
2020-02-06,China,Jiangsu,373,339,0,34
2020-02-07,China,Jiangsu,408,365,0,43
2020-02-08,China,Jiangsu,439,388,0,51
2020-02-09,China,Jiangsu,468,397,0,71
2020-02-10,China,Jiangsu,492,411,0,81
2020-02-11,China,Jiangsu,515,422,0,93
2020-02-12,China,Jiangsu,543,418,0,125
2020-02-13,China,Jiangsu,570,431,0,139
2020-02-14,China,Jiangsu,593,436,0,157
2020-02-15,China,Jiangsu,604,418,0,186
2020-02-16,China,Jiangsu,617,399,0,218
2020-02-17,China,Jiangsu,626,368,0,258
2020-02-18,China,Jiangsu,629,349,0,280
2020-02-19,China,Jiangsu,631,313,0,318
2020-02-20,China,Jiangsu,631,275,0,356
2020-02-21,China,Jiangsu,631,258,0,373
2020-02-22,China,Jiangsu,631,230,0,401
2020-02-23,China,Jiangsu,631,213,0,418
2020-02-24,China,Jiangsu,631,179,0,452
2020-02-25,China,Jiangsu,631,173,0,458
2020-02-26,China,Jiangsu,631,153,0,478
2020-02-27,China,Jiangsu,631,133,0,498
2020-02-28,China,Jiangsu,631,116,0,515
2020-02-29,China,Jiangsu,631,108,0,523
2020-03-01,China,Jiangsu,631,95,0,536
2020-03-02,China,Jiangsu,631,88,0,543
2020-03-03,China,Jiangsu,631,69,0,562
2020-03-04,China,Jiangsu,631,54,0,577
2020-03-05,China,Jiangsu,631,48,0,583
2020-03-06,China,Jiangsu,631,37,0,594
2020-03-07,China,Jiangsu,631,25,0,606
2020-03-08,China,Jiangsu,631,19,0,612
2020-03-09,China,Jiangsu,631,10,0,621
2020-03-10,China,Jiangsu,631,4,0,627
2020-03-11,China,Jiangsu,631,4,0,627
2020-03-12,China,Jiangsu,631,2,0,629
2020-03-13,China,Jiangsu,631,1,0,630
2020-03-14,China,Jiangsu,631,1,0,630
2020-03-15,China,Jiangsu,631,0,0,631
2020-03-16,China,Jiangsu,631,0,0,631
2020-03-17,China,Jiangsu,631,0,0,631
2020-03-18,China,Jiangsu,631,0,0,631
2020-03-19,China,Jiangsu,631,0,0,631
2020-03-20,China,Jiangsu,631,0,0,631
2020-03-21,China,Jiangsu,631,0,0,631
2020-03-22,China,Jiangsu,633,2,0,631
2020-03-23,China,Jiangsu,633,2,0,631
2020-03-24,China,Jiangsu,636,5,0,631
2020-03-25,China,Jiangsu,638,7,0,631
2020-03-26,China,Jiangsu,640,9,0,631
2020-03-27,China,Jiangsu,641,10,0,631
2020-03-28,China,Jiangsu,641,10,0,631
2020-03-29,China,Jiangsu,644,13,0,631
2020-03-30,China,Jiangsu,645,14,0,631
2020-03-31,China,Jiangsu,646,15,0,631
2020-04-01,China,Jiangsu,646,15,0,631
2020-04-02,China,Jiangsu,647,16,0,631
2020-04-03,China,Jiangsu,651,19,0,632
2020-04-04,China,Jiangsu,651,19,0,632
2020-04-05,China,Jiangsu,651,18,0,633
2020-04-06,China,Jiangsu,651,18,0,633
2020-04-07,China,Jiangsu,651,18,0,633
2020-04-08,China,Jiangsu,651,18,0,633
2020-04-09,China,Jiangsu,651,18,0,633
2020-04-10,China,Jiangsu,651,17,0,634
2020-04-11,China,Jiangsu,652,16,0,636
2020-04-12,China,Jiangsu,653,15,0,638
2020-04-13,China,Jiangsu,653,15,0,638
2020-04-14,China,Jiangsu,653,12,0,641
2020-04-15,China,Jiangsu,653,11,0,642
2020-04-16,China,Jiangsu,653,11,0,642
2020-04-17,China,Jiangsu,653,10,0,643
2020-04-18,China,Jiangsu,653,10,0,643
2020-01-22,China,Jiangxi,2,2,0,0
2020-01-23,China,Jiangxi,7,7,0,0
2020-01-24,China,Jiangxi,18,18,0,0
2020-01-25,China,Jiangxi,18,18,0,0
2020-01-26,China,Jiangxi,36,36,0,0
2020-01-27,China,Jiangxi,72,70,0,2
2020-01-28,China,Jiangxi,109,106,0,3
2020-01-29,China,Jiangxi,109,106,0,3
2020-01-30,China,Jiangxi,162,157,0,5
2020-01-31,China,Jiangxi,240,233,0,7
2020-02-01,China,Jiangxi,286,277,0,9
2020-02-02,China,Jiangxi,333,321,0,12
2020-02-03,China,Jiangxi,391,373,0,18
2020-02-04,China,Jiangxi,476,456,0,20
2020-02-05,China,Jiangxi,548,521,0,27
2020-02-06,China,Jiangxi,600,563,0,37
2020-02-07,China,Jiangxi,661,616,0,45
2020-02-08,China,Jiangxi,698,643,0,55
2020-02-09,China,Jiangxi,740,667,0,73
2020-02-10,China,Jiangxi,771,665,1,105
2020-02-11,China,Jiangxi,804,675,1,128
2020-02-12,China,Jiangxi,844,691,1,152
2020-02-13,China,Jiangxi,872,701,1,170
2020-02-14,China,Jiangxi,900,712,1,187
2020-02-15,China,Jiangxi,913,702,1,210
2020-02-16,China,Jiangxi,925,684,1,240
2020-02-17,China,Jiangxi,930,654,1,275
2020-02-18,China,Jiangxi,933,622,1,310
2020-02-19,China,Jiangxi,934,571,1,362
2020-02-20,China,Jiangxi,934,500,1,433
2020-02-21,China,Jiangxi,934,444,1,489
2020-02-22,China,Jiangxi,934,378,1,555
2020-02-23,China,Jiangxi,934,320,1,613
2020-02-24,China,Jiangxi,934,288,1,645
2020-02-25,China,Jiangxi,934,250,1,683
2020-02-26,China,Jiangxi,934,214,1,719
2020-02-27,China,Jiangxi,934,179,1,754
2020-02-28,China,Jiangxi,935,144,1,790
2020-02-29,China,Jiangxi,935,123,1,811
2020-03-01,China,Jiangxi,935,103,1,831
2020-03-02,China,Jiangxi,935,84,1,850
2020-03-03,China,Jiangxi,935,64,1,870
2020-03-04,China,Jiangxi,935,50,1,884
2020-03-05,China,Jiangxi,935,33,1,901
2020-03-06,China,Jiangxi,935,25,1,909
2020-03-07,China,Jiangxi,935,18,1,916
2020-03-08,China,Jiangxi,935,15,1,919
2020-03-09,China,Jiangxi,935,11,1,923
2020-03-10,China,Jiangxi,935,7,1,927
2020-03-11,China,Jiangxi,935,2,1,932
2020-03-12,China,Jiangxi,935,0,1,934
2020-03-13,China,Jiangxi,935,0,1,934
2020-03-14,China,Jiangxi,935,0,1,934
2020-03-15,China,Jiangxi,935,0,1,934
2020-03-16,China,Jiangxi,935,0,1,934
2020-03-17,China,Jiangxi,935,0,1,934
2020-03-18,China,Jiangxi,935,0,1,934
2020-03-19,China,Jiangxi,935,0,1,934
2020-03-20,China,Jiangxi,935,0,1,934
2020-03-21,China,Jiangxi,935,0,1,934
2020-03-22,China,Jiangxi,936,1,1,934
2020-03-23,China,Jiangxi,936,1,1,934
2020-03-24,China,Jiangxi,936,1,1,934
2020-03-25,China,Jiangxi,936,1,1,934
2020-03-26,China,Jiangxi,936,1,1,934
2020-03-27,China,Jiangxi,936,1,1,934
2020-03-28,China,Jiangxi,936,1,1,934
2020-03-29,China,Jiangxi,937,2,1,934
2020-03-30,China,Jiangxi,937,1,1,935
2020-03-31,China,Jiangxi,937,1,1,935
2020-04-01,China,Jiangxi,937,1,1,935
2020-04-02,China,Jiangxi,937,1,1,935
2020-04-03,China,Jiangxi,937,1,1,935
2020-04-04,China,Jiangxi,937,1,1,935
2020-04-05,China,Jiangxi,937,1,1,935
2020-04-06,China,Jiangxi,937,1,1,935
2020-04-07,China,Jiangxi,937,1,1,935
2020-04-08,China,Jiangxi,937,1,1,935
2020-04-09,China,Jiangxi,937,1,1,935
2020-04-10,China,Jiangxi,937,0,1,936
2020-04-11,China,Jiangxi,937,0,1,936
2020-04-12,China,Jiangxi,937,0,1,936
2020-04-13,China,Jiangxi,937,0,1,936
2020-04-14,China,Jiangxi,937,0,1,936
2020-04-15,China,Jiangxi,937,0,1,936
2020-04-16,China,Jiangxi,937,0,1,936
2020-04-17,China,Jiangxi,937,0,1,936
2020-04-18,China,Jiangxi,937,0,1,936
2020-01-22,China,Jilin,0,0,0,0
2020-01-23,China,Jilin,1,1,0,0
2020-01-24,China,Jilin,3,3,0,0
2020-01-25,China,Jilin,4,4,0,0
2020-01-26,China,Jilin,4,4,0,0
2020-01-27,China,Jilin,6,6,0,0
2020-01-28,China,Jilin,8,8,0,0
2020-01-29,China,Jilin,9,9,0,0
2020-01-30,China,Jilin,14,13,0,1
2020-01-31,China,Jilin,14,13,0,1
2020-02-01,China,Jilin,17,16,0,1
2020-02-02,China,Jilin,23,22,0,1
2020-02-03,China,Jilin,31,30,0,1
2020-02-04,China,Jilin,42,41,0,1
2020-02-05,China,Jilin,54,52,0,2
2020-02-06,China,Jilin,59,55,0,4
2020-02-07,China,Jilin,65,60,1,4
2020-02-08,China,Jilin,69,64,1,4
2020-02-09,China,Jilin,78,65,1,12
2020-02-10,China,Jilin,80,66,1,13
2020-02-11,China,Jilin,81,62,1,18
2020-02-12,China,Jilin,83,60,1,22
2020-02-13,China,Jilin,84,59,1,24
2020-02-14,China,Jilin,86,60,1,25
2020-02-15,China,Jilin,88,61,1,26
2020-02-16,China,Jilin,89,58,1,30
2020-02-17,China,Jilin,89,54,1,34
2020-02-18,China,Jilin,89,52,1,36
2020-02-19,China,Jilin,90,52,1,37
2020-02-20,China,Jilin,91,47,1,43
2020-02-21,China,Jilin,91,45,1,45
2020-02-22,China,Jilin,91,38,1,52
2020-02-23,China,Jilin,91,36,1,54
2020-02-24,China,Jilin,93,32,1,60
2020-02-25,China,Jilin,93,29,1,63
2020-02-26,China,Jilin,93,27,1,65
2020-02-27,China,Jilin,93,25,1,67
2020-02-28,China,Jilin,93,19,1,73
2020-02-29,China,Jilin,93,17,1,75
2020-03-01,China,Jilin,93,14,1,78
2020-03-02,China,Jilin,93,9,1,83
2020-03-03,China,Jilin,93,9,1,83
2020-03-04,China,Jilin,93,6,1,86
2020-03-05,China,Jilin,93,4,1,88
2020-03-06,China,Jilin,93,2,1,90
2020-03-07,China,Jilin,93,2,1,90
2020-03-08,China,Jilin,93,2,1,90
2020-03-09,China,Jilin,93,1,1,91
2020-03-10,China,Jilin,93,1,1,91
2020-03-11,China,Jilin,93,1,1,91
2020-03-12,China,Jilin,93,1,1,91
2020-03-13,China,Jilin,93,1,1,91
2020-03-14,China,Jilin,93,1,1,91
2020-03-15,China,Jilin,93,1,1,91
2020-03-16,China,Jilin,93,0,1,92
2020-03-17,China,Jilin,93,0,1,92
2020-03-18,China,Jilin,93,0,1,92
2020-03-19,China,Jilin,93,0,1,92
2020-03-20,China,Jilin,93,0,1,92
2020-03-21,China,Jilin,93,0,1,92
2020-03-22,China,Jilin,93,0,1,92
2020-03-23,China,Jilin,93,0,1,92
2020-03-24,China,Jilin,93,0,1,92
2020-03-25,China,Jilin,94,1,1,92
2020-03-26,China,Jilin,95,2,1,92
2020-03-27,China,Jilin,95,2,1,92
2020-03-28,China,Jilin,97,4,1,92
2020-03-29,China,Jilin,98,5,1,92
2020-03-30,China,Jilin,98,5,1,92
2020-03-31,China,Jilin,98,5,1,92
2020-04-01,China,Jilin,98,5,1,92
2020-04-02,China,Jilin,98,5,1,92
2020-04-03,China,Jilin,98,5,1,92
2020-04-04,China,Jilin,98,5,1,92
2020-04-05,China,Jilin,98,5,1,92
2020-04-06,China,Jilin,98,5,1,92
2020-04-07,China,Jilin,98,5,1,92
2020-04-08,China,Jilin,98,4,1,93
2020-04-09,China,Jilin,98,4,1,93
2020-04-10,China,Jilin,98,2,1,95
2020-04-11,China,Jilin,98,1,1,96
2020-04-12,China,Jilin,99,2,1,96
2020-04-13,China,Jilin,100,3,1,96
2020-04-14,China,Jilin,100,3,1,96
2020-04-15,China,Jilin,102,5,1,96
2020-04-16,China,Jilin,102,5,1,96
2020-04-17,China,Jilin,102,4,1,97
2020-04-18,China,Jilin,102,4,1,97
2020-01-22,China,Liaoning,2,2,0,0
2020-01-23,China,Liaoning,3,3,0,0
2020-01-24,China,Liaoning,4,4,0,0
2020-01-25,China,Liaoning,17,17,0,0
2020-01-26,China,Liaoning,21,21,0,0
2020-01-27,China,Liaoning,27,27,0,0
2020-01-28,China,Liaoning,34,34,0,0
2020-01-29,China,Liaoning,39,38,0,1
2020-01-30,China,Liaoning,41,40,0,1
2020-01-31,China,Liaoning,48,47,0,1
2020-02-01,China,Liaoning,64,63,0,1
2020-02-02,China,Liaoning,70,69,0,1
2020-02-03,China,Liaoning,74,73,0,1
2020-02-04,China,Liaoning,81,79,0,2
2020-02-05,China,Liaoning,89,85,0,4
2020-02-06,China,Liaoning,94,89,0,5
2020-02-07,China,Liaoning,99,92,0,7
2020-02-08,China,Liaoning,105,97,0,8
2020-02-09,China,Liaoning,107,95,0,12
2020-02-10,China,Liaoning,108,95,0,13
2020-02-11,China,Liaoning,111,92,0,19
2020-02-12,China,Liaoning,116,95,1,20
2020-02-13,China,Liaoning,117,94,1,22
2020-02-14,China,Liaoning,119,89,1,29
2020-02-15,China,Liaoning,119,87,1,31
2020-02-16,China,Liaoning,121,80,1,40
2020-02-17,China,Liaoning,121,77,1,43
2020-02-18,China,Liaoning,121,67,1,53
2020-02-19,China,Liaoning,121,65,1,55
2020-02-20,China,Liaoning,121,61,1,59
2020-02-21,China,Liaoning,121,59,1,61
2020-02-22,China,Liaoning,121,54,1,66
2020-02-23,China,Liaoning,121,47,1,73
2020-02-24,China,Liaoning,121,40,1,80
2020-02-25,China,Liaoning,121,37,1,83
2020-02-26,China,Liaoning,121,32,1,88
2020-02-27,China,Liaoning,121,27,1,93
2020-02-28,China,Liaoning,121,27,1,93
2020-02-29,China,Liaoning,121,24,1,96
2020-03-01,China,Liaoning,122,18,1,103
2020-03-02,China,Liaoning,122,18,1,103
2020-03-03,China,Liaoning,125,18,1,106
2020-03-04,China,Liaoning,125,18,1,106
2020-03-05,China,Liaoning,125,18,1,106
2020-03-06,China,Liaoning,125,18,1,106
2020-03-07,China,Liaoning,125,17,1,107
2020-03-08,China,Liaoning,125,15,1,109
2020-03-09,China,Liaoning,125,15,1,109
2020-03-10,China,Liaoning,125,13,1,111
2020-03-11,China,Liaoning,125,13,1,111
2020-03-12,China,Liaoning,125,12,1,112
2020-03-13,China,Liaoning,125,12,1,112
2020-03-14,China,Liaoning,125,11,1,113
2020-03-15,China,Liaoning,125,10,1,114
2020-03-16,China,Liaoning,125,9,1,115
2020-03-17,China,Liaoning,125,4,1,120
2020-03-18,China,Liaoning,125,2,1,122
2020-03-19,China,Liaoning,125,2,1,122
2020-03-20,China,Liaoning,126,2,2,122
2020-03-21,China,Liaoning,126,2,2,122
2020-03-22,China,Liaoning,127,1,2,124
2020-03-23,China,Liaoning,127,1,2,124
2020-03-24,China,Liaoning,127,1,2,124
2020-03-25,China,Liaoning,127,1,2,124
2020-03-26,China,Liaoning,128,2,2,124
2020-03-27,China,Liaoning,128,2,2,124
2020-03-28,China,Liaoning,132,6,2,124
2020-03-29,China,Liaoning,134,8,2,124
2020-03-30,China,Liaoning,136,10,2,124
2020-03-31,China,Liaoning,139,13,2,124
2020-04-01,China,Liaoning,140,14,2,124
2020-04-02,China,Liaoning,141,15,2,124
2020-04-03,China,Liaoning,141,15,2,124
2020-04-04,China,Liaoning,141,14,2,125
2020-04-05,China,Liaoning,142,14,2,126
2020-04-06,China,Liaoning,142,12,2,128
2020-04-07,China,Liaoning,144,12,2,130
2020-04-08,China,Liaoning,144,11,2,131
2020-04-09,China,Liaoning,144,10,2,132
2020-04-10,China,Liaoning,144,10,2,132
2020-04-11,China,Liaoning,145,10,2,133
2020-04-12,China,Liaoning,145,7,2,136
2020-04-13,China,Liaoning,145,7,2,136
2020-04-14,China,Liaoning,145,5,2,138
2020-04-15,China,Liaoning,145,5,2,138
2020-04-16,China,Liaoning,145,3,2,140
2020-04-17,China,Liaoning,146,4,2,140
2020-04-18,China,Liaoning,146,2,2,142
2020-01-22,China,Macau,1,1,0,0
2020-01-23,China,Macau,2,2,0,0
2020-01-24,China,Macau,2,2,0,0
2020-01-25,China,Macau,2,2,0,0
2020-01-26,China,Macau,5,5,0,0
2020-01-27,China,Macau,6,6,0,0
2020-01-28,China,Macau,7,7,0,0
2020-01-29,China,Macau,7,7,0,0
2020-01-30,China,Macau,7,7,0,0
2020-01-31,China,Macau,7,7,0,0
2020-02-01,China,Macau,7,7,0,0
2020-02-02,China,Macau,8,8,0,0
2020-02-03,China,Macau,8,8,0,0
2020-02-04,China,Macau,10,10,0,0
2020-02-05,China,Macau,10,10,0,0
2020-02-06,China,Macau,10,9,0,1
2020-02-07,China,Macau,10,9,0,1
2020-02-08,China,Macau,10,9,0,1
2020-02-09,China,Macau,10,9,0,1
2020-02-10,China,Macau,10,9,0,1
2020-02-11,China,Macau,10,9,0,1
2020-02-12,China,Macau,10,8,0,2
2020-02-13,China,Macau,10,7,0,3
2020-02-14,China,Macau,10,7,0,3
2020-02-15,China,Macau,10,7,0,3
2020-02-16,China,Macau,10,5,0,5
2020-02-17,China,Macau,10,5,0,5
2020-02-18,China,Macau,10,5,0,5
2020-02-19,China,Macau,10,5,0,5
2020-02-20,China,Macau,10,4,0,6
2020-02-21,China,Macau,10,4,0,6
2020-02-22,China,Macau,10,4,0,6
2020-02-23,China,Macau,10,4,0,6
2020-02-24,China,Macau,10,4,0,6
2020-02-25,China,Macau,10,3,0,7
2020-02-26,China,Macau,10,3,0,7
2020-02-27,China,Macau,10,2,0,8
2020-02-28,China,Macau,10,2,0,8
2020-02-29,China,Macau,10,2,0,8
2020-03-01,China,Macau,10,2,0,8
2020-03-02,China,Macau,10,2,0,8
2020-03-03,China,Macau,10,1,0,9
2020-03-04,China,Macau,10,1,0,9
