adm0_name,adm1_name,adm1_id,adm2_name,adm3_name,date,policy,policy_intensity,travel_ban_intl_out_country_list,travel_ban_intl_in_country_list,no_gathering_size,Optional,Notes,source,access_date
USA,Michigan,MI,all,all,3/24/2020,no_gathering,1,NA,NA,0,N,no gathering of any size is allowed. gathering within a single household is allowed.,"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-522626--,00.html",3/25/2020
USA,Michigan,MI,all,all,3/24/2020,social_distance,1,NA,NA,NA,N,"All individuals who leave their home or place of residence must adhere to social distancing measures recommended by the Centers for Disease Control and Prevention, including remaining at least six feet from people from outside the individual’s household to the extent feasible under the circumstances.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-522626--,00.html",3/25/2020
USA,Michigan,MI,all,all,3/24/2020,travel_ban_local,1,"travel restricted to: returning to a place of rsidence from outside state, leave state for a place of residence elsewhere, travel between residences within the state, or to transport children for custody purposes","travel restricted to: returning to a place of rsidence from outside state, leave state for a place of residence elsewhere, travel between residences within the state, or to transport children for custody purposes",NA,N,"All individuals who leave their home or place of residence must adhere to social distancing measures recommended by the Centers for Disease Control and Prevention, including remaining at least six feet from people from outside the individual’s household to the extent feasible under the circumstances.","https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-522626--,00.html",3/25/2020
USA,Minnesota,MN,all,all,3/11/2020,emergency_declaration,1,NA,NA,NA,NA,Proposed legislation would grant the Governor the authority to declare a peacetime emergency and allow employees to seek unemployment insurance or paid sick leave should they be quarantined due to COVID-19.,https://www.duluthnewstribune.com/news/government-and-politics/4994049-Minnesota-weighs-unemployment-insurance-for-those-quarantined-due-to-coronavirus,3/26/2020
USA,Minnesota,MN,all,all,3/12/2020,travel_ban_local,1,NA,NA,NA,N,Governor Walz restricted all state business travel for state employees.,https://www.nga.org/coronavirus/#states,3/17/2020
USA,Minnesota,MN,all,all,3/15/2020,school_closure,1,NA,NA,NA,N,"authorizing the closure of all prekindergarten through grade 12 schools. This order also requires schools to provide care for elementary-age children of health care professionals, first responders, and other emergency workers during previously planned school days. Additionally, the order makes provisions for the continuity of mental health services and requires schools to continue providing meals to students in need. The Department of Health also issued comprehensive guidance for public school districts and charter schools on actions to take during these closures.",https://mn.gov/governor/assets/EO%2020-02%20Final_tcm1055-423073.pdf,3/17/2020
USA,Minnesota,MN,all,all,3/18/2020,paid_sick_leave,1,NA,NA,NA,N,Provide paid leave for state employees that are unable to work.,https://mn.gov/governor/news/#/detail/appId/1/id/423646,3/26/2020
USA,Minnesota,MN,all,all,3/18/2020,social_distance,0.33,NA,NA,NA,N,Protect individuals in veterans’ homes by restricting visitors; Provide emergency relief to motor carries to support food supplies; and,https://mn.gov/governor/news/#/detail/appId/1/id/423646,3/30/2020
USA,Minnesota,MN,all,all,3/23/2020,social_distance,0.67,NA,NA,NA,N,"Executive Orders 20-14, 20-15, 20-16, and 20-17, which suspend evictions during the peacetime emergency, establish Peacetime Emergency Loans for small businesses, direct non-hospital entities to conduct an inventory of personal protective equipment, and clarify that Executive Order 20-09 on elective surgeries and procedures applies to veterinarians.",https://mn.gov/governor/news/#/detail/appId/1/id/424399,3/26/2020
USA,Minnesota,MN,all,all,3/25/2020,home_isolation,1,NA,NA,NA,N,"Executive Order 20-20, directing residents to stay at home, and issued a list of activities for which it’s permissible to leave, such as for health and safety activities, necessary supplies and services, and for the care of others. The Governor also announced a Stay Home MN public service announcement campaign through local media channels.",https://mn.gov/governor/news/#/detail/appId/1/id/424820,3/26/2020
USA,Minnesota,MN,all,all,3/25/2020,social_distance,1,NA,NA,NA,N,"The Governor also today issued executive orders extending the closure of bars, restaurants, and other public accommodations set forth in Executive Orders 20-04 and 20-08 until May 1, 2020 at 5:00 pm and authorizing the Commissioner of Education to implement a Distance Learning Period for Minnesota’s students beginning on March 30 through May 4, 2020.",https://mn.gov/governor/news/#/detail/appId/1/id/424820,3/30/2020
USA,Missouri,MO,all,all,3/13/2020,emergency_declaration,1,NA,NA,NA,NA,"Missouri Gov. Mike Parson declared a state of emergency in Missouri in response to the novel coronavirus, COVID-19. The order enables Parson to waive state laws and regulations where necessary and direct state agencies to report any unfair market practices such as price gouging. State of emergency also provides access to approximately $7 million in state funds beyond federal funds Missouri expects to receive.",https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/2020
USA,Missouri,MO,Clay,all,3/13/2020,social_distance,0.25,NA,NA,NA,N,suspends visitation of inmates in Clay County Detention Center in Liberty as well as volunteer programs until further notice.,https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/2020
USA,Missouri,MO,all,all,3/14/2020,business_closure,1,NA,NA,NA,N,"World War I Monument and Museum closes through Friday, April 3 amid COVID-19 concerns. Missouri State Parks announces closures of state parks and suspension of historic site programs and events as well as state Capitol tours through April 30.",https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/2020
USA,Missouri,MO,all,all,3/15/2020,no_gathering,1,NA,NA,50,N,The Governor issued guidance limiting mass gatherings of 50 or more individuals.,https://governor.mo.gov/press-releases/archive/governor-parsons-statement-regarding-cdc-recommendations-mass-gatherings-and,3/17/2020
USA,Missouri,MO,all,all,3/17/2020,school_closure,0.5,NA,NA,NA,N,and that a total of 432 public school districts and charter schools either have closed or will close soon.,https://governor.mo.gov/press-releases/archive/what-you-need-know-missouris-guidelines-combat-spread-covid-19,3/26/2020
USA,Missouri,MO,all,all,3/17/2020,social_distance,0.5,NA,NA,NA,N,"casinos will be closing, He also encouraged facilities who have a large concentration of senior citizens to put in place restrictions on visitors or consider closures.",https://governor.mo.gov/press-releases/archive/what-you-need-know-missouris-guidelines-combat-spread-covid-19,3/26/2020
USA,Missouri,MO,all,all,3/21/2020,social_distance,0.75,NA,NA,NA,N,the Director of the Department of Health & Senior Services to issue an order on all residents to practice social distancing.,https://governor.mo.gov/press-releases/archive/governor-parson-directs-dhss-director-require-social-distancing-statewide,3/26/2020
USA,Missouri,MO,all,all,3/24/2020,school_closure,1,NA,NA,NA,N,"Per DHSS, schools shall not resume classes before Monday, April 6, unless extended by further order of DHSS. Schools that want to extend closure past April 6 have the option to do so.",https://governor.mo.gov/press-releases/archive/governor-parson-highlights-leadership-missouri-schools-and-higher-education,3/26/2020
USA,Missouri,MO,all,all,3/23/2020,social_distance,1,NA,NA,NA,N,"The Governor, along with the Department of Elementary and Secondary Education and Department of Health and Senior Services released new guidance related to school closures, meal delivery for students, childcare, financial aid, scholarship requirements, and social distancing protocols",https://governor.mo.gov/press-releases/archive/governor-parson-highlights-leadership-missouri-schools-and-higher-education,3/30/2020
USA,Montana,MT,all,all,3/12/2020,emergency_declaration,1,NA,NA,NA,NA,"Governor Bullock declared a state of emergency, which gives him the authority to use $16 million dollars in state funds and additional personnel from the National Guard to respond to COVID-19.",https://www.mtpr.org/post/montana-gov-declares-state-emergency-over-coronavirus,3/17/2020
USA,Montana,MT,all,all,3/15/2020,school_closure,1,NA,NA,NA,N,"The Governor issued guidance closing all public elementary and secondary education schools, limiting mass gatherings of more than 50 people and suspending visitors from all nursing homes. Additionally, the guidance increases the legal weight limit for commercial vehicles by 10%, in an effort to provide more supplies and resources for the state, as well as mobilizing the National Guard to respond when necessary.",http://governor.mt.gov/Portals/16/2020-03-15_Governor%20Directive%20re%20COVID-19.pdf?ver=2020-03-15-170323-930,3/17/2020
USA,Montana,MT,all,all,3/15/2020,no_gathering,1,NA,NA,50,N,limited mass gatherings of more than 50 people and suspending visitors from all nursing homes.,http://governor.mt.gov/Portals/16/2020-03-15_Governor%20Directive%20re%20COVID-19.pdf?ver=2020-03-15-170323-930,3/17/2020
USA,Montana,MT,all,all,3/19/2020,travel_ban_intl_in,1,NA,NA,NA,Y,issued a quarantine advisory of 14 days to all residents who have traveled internationally.,https://www.bozemandailychronicle.com/news/health/montana-governor-issues-quarantine-advisory-for-returning-international-travelers/article_52150f74-202b-5550-a753-e9f7fb28c375.html,3/26/2020
USA,Montana,MT,all,all,3/20/2020,social_distance,0.5,NA,NA,NA,N,"measures to close dine-in food services, alcoholic beverage businesses, health clubs, and other facilities across the state.",http://governor.mt.gov/Pressroom/governor-bullock-announces-closure-of-dine-in-food-service-and-alcoholic-beverage-businesses-and-other-activities-that-pose-enhanced-risks-to-curtail-spread-of-covid-19,3/26/2020
USA,Montana,MT,all,all,3/24/2020,social_distance,1,NA,NA,NA,N,"directive to extend closures of dine-in food service and alcoholic beverage businesses through April 10 as well as mandating social distancing measures. new measures that give local governments the flexibility they need to adhere to social distancing guidelines, such as suspending certain office hour requirements in state law to allow for limited closures where local governments cannot safely operate within social distancing guidelines.",http://governor.mt.gov/Pressroom/governor-bullock-announces-extension-of-closures-mandates-social-distancing,3/26/2020
USA,Montana,MT,all,all,3/24/2020,school_closure,1,NA,NA,NA,N,directive to extend closures of public schools through April 10 as well as mandating social distancing measures.,http://governor.mt.gov/Pressroom/governor-bullock-announces-extension-of-closures-mandates-social-distancing,3/26/2020
USA,Montana,MT,all,all,3/26/2020,home_isolation,1,NA,NA,NA,N,The Governor issued a directive requiring Montanans to stay home and temporarily closes all nonessential businesses and operations.,http://governor.mt.gov/Pressroom/governor-bullock-issues-stay-at-home-directive-to-slow-the-spread-of-covid-19,3/30/2020
USA,Mississippi,MS,all,all,3/14/2020,emergency_declaration,1,NA,NA,NA,NA,Gov. Reeves declared state of emergency.,https://twitter.com/tatereeves/status/1238892775552225281,3/30/2020
USA,Mississippi,MS,all,all,3/16/2020,paid_sick_leave,1,NA,NA,NA,N,Provides paid leave for state and local employees who miss work due to COVID-19.,https://www.wlbt.com/2020/03/16/were-this-together-governor-meets-with-coronavirus-task-force/,3/30/2020
USA,Mississippi,MS,all,all,3/16/2020,work_from_home,1,NA,NA,NA,N,Require agencies to keep essential employees and send non-essential employees home;,https://www.wlbt.com/2020/03/16/were-this-together-governor-meets-with-coronavirus-task-force/,3/30/2020
USA,Mississippi,MS,all,all,3/16/2020,school_closure,1,NA,NA,NA,Y,Requests schools develop distance learning protocols and continue providing free or reduced lunches; and,https://www.wlbt.com/2020/03/16/were-this-together-governor-meets-with-coronavirus-task-force/,3/30/2020
USA,Mississippi,MS,all,all,3/19/2020,school_closure,1,NA,NA,NA,N,the closing of all public schools through April 17 as well as end-of-year tests and accountability measures.,https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020
USA,Mississippi,MS,all,all,3/24/2020,no_gathering,1,NA,NA,10,N,Executive Order No. 1463 which limits mass gatherings to 10 or less;,https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020
USA,Mississippi,MS,all,all,3/24/2020,social_distance,1,NA,NA,NA,N,"Executive Order No. 1463 which Suspends dine-in services at restaurants and bars; Restricts visits to hospitals, nursing homes, and long-term care facilities; Directs businesses to allow employees to work from home; and",https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020
USA,Mississippi,MS,all,all,3/24/2020,pos_cases_quarantine,1,NA,NA,NA,N,"if sick, workers should stay hone",https://www.sos.ms.gov/Pages/Gov--Tate-Reeves-Signs-New-Executive-Order-to-Slow-the-Spread-of-COVID-19.aspx,3/30/2020
USA,North Carolina,NC,all,all,3/10/2020,work_from_home,1,NA,NA,NA,Y,"Governor Cooper declared a state of emergency, which actives the Emergency Operation Center, and allows for control of cost burdens, protects consumers from price gouging, and makes it easier to purchase necessary medical supplies. The executive order also makes other recommendations around telework schedules, social gatherings, school closures, and high-risk populations, such as those in adult living facilities.",https://governor.nc.gov/news/governor-cooper-declares-state-emergency-respond-coronavirus-covid-19,3/17/2020
USA,North Carolina,NC,all,all,3/10/2020,emergency_declaration,1,NA,NA,NA,NA,"Governor Cooper declared a state of emergency, which actives the Emergency Operation Center, and allows for control of cost burdens, protects consumers from price gouging, and makes it easier to purchase necessary medical supplies. The executive order also makes other recommendations around telework schedules, social gatherings, school closures, and high-risk populations, such as those in adult living facilities.",https://governor.nc.gov/news/governor-cooper-declares-state-emergency-respond-coronavirus-covid-19,3/17/2020
USA,North Carolina,NC,all,all,3/10/2020,social_distance,0.33,NA,NA,NA,Y,recommended to maintain distance,https://governor.nc.gov/news/governor-cooper-declares-state-emergency-respond-coronavirus-covid-19,3/26/2020
USA,North Carolina,NC,all,all,3/13/2020,testing_regime,1,NA,NA,NA,N,Eliminated the Member Cost-share for COVID-19 testing to ensure there are no cost barriers to testing.,https://www.nctreasurer.com/news/press-releases/2020/03/13/state-health-plan-board-approves-emergency-authority-respond-covid-19,3/16/2020
USA,North Carolina,NC,all,all,3/14/2020,school_closure,1,NA,NA,NA,N,close all K-12 public schools for a minimum of two weeks.,https://governor.nc.gov/news/governor-cooper-issues-executive-order-closing-k-12-public-schools-and-banning-gatherings-more,3/17/2020
USA,North Carolina,NC,all,all,3/15/2020,no_gathering,0.67,NA,NA,100,Y,The executive order also prohibits mass gatherings of more than 100 people.,https://governor.nc.gov/news/governor-cooper-issues-executive-order-closing-k-12-public-schools-and-banning-gatherings-more,3/17/2020
USA,North Carolina,NC,all,all,3/16/2020,school_closure,1,NA,NA,NA,N,all schools will be closed,https://www.nctreasurer.com/news/press-releases/2020/03/13/state-health-plan-board-approves-emergency-authority-respond-covid-19,3/16/2020
USA,North Carolina,NC,all,all,3/17/2020,social_distance,0.67,NA,NA,NA,N,"which closes sit down services at restaurants and bars, a",https://files.nc.gov/governor/documents/files/EO118.pdf,3/26/2020
USA,North Carolina,NC,all,all,3/23/2020,school_closure,1,NA,NA,NA,N,"Executive Order 120, which extends school closures statewide to May 15",https://files.nc.gov/governor/documents/files/EO120.pdf,3/26/2020
USA,North Carolina,NC,all,all,3/23/2020,no_gathering,1,NA,NA,50,N,"Executive Order 120, which enforces tighter limits on gatherings (50-plus)",https://files.nc.gov/governor/documents/files/EO120.pdf,3/26/2020
USA,North Carolina,NC,all,all,3/23/2020,social_distance,1,NA,NA,NA,N,"Executive Order 120, which enforces closes some businesses that require close social interaction, and limits visitors to long-term care centers.",https://files.nc.gov/governor/documents/files/EO120.pdf,3/26/2020
USA,North Dakota,ND,all,all,3/12/2020,no_gathering,1,NA,NA,NA,Y,limit gatherings based on three risk levels,https://www.governor.nd.gov/news/burgum-department-health-release-recommendations-events-and-public-gatherings,3/17/2020
USA,North Dakota,ND,all,all,3/13/2020,emergency_declaration,1,NA,NA,NA,NA,state of emergency,https://www.governor.nd.gov/news/burgum-department-health-release-recommendations-events-and-public-gatherings,3/17/2020
USA,North Dakota,ND,all,all,3/15/2020,school_closure,1,NA,NA,NA,N,ordered all K-12 schools to close,https://www.governor.nd.gov/news/burgum-department-health-release-recommendations-events-and-public-gatherings,3/17/2020
USA,North Dakota,ND,all,all,3/19/2020,social_distance,1,NA,NA,NA,N,an executive order directing bars and restaurants to close to on-site patrons.,https://www.governor.nd.gov/sites/www/files/documents/executive-orders/Executive%20Order%202020-06.pdf,3/26/2020
USA,North Dakota,ND,all,all,3/25/2020,paid_sick_leave,1,NA,NA,NA,N,The Governor issued an executive order extending worker’s compensation coverage to first responders and health care providers who encounter an infected person. ,https://www.governor.nd.gov/sites/www/files/documents/executive-orders/Executive%20Order%202020-12%20WSI%20extension%20for%201st%20responders.pdf,3/30/2020
USA,North Dakota,ND,all,all,3/26/2020,social_distance,1,NA,NA,NA,N,"an Executive Order waiving the requirement that counties must provide at least one physical polling location on primary election day; accordingly, this gives counties the flexibility and local control to conduct the June 9 primary election by mail ballot only – if the county chooses to do so.",https://www.governor.nd.gov/sites/www/files/documents/executive-orders/Executive%20Order%202020-13%20Elections.pdf,3/30/2020
USA,Nebraska,NE,all,all,3/13/2020,emergency_declaration,1,NA,NA,NA,NA,Gov. Ricketts issued an emergency declaration for COVID-19,https://governor.nebraska.gov/press/gov-ricketts-issues-emergency-declaration-covid-19,3/26/2020
USA,Nebraska,NE,all,all,3/16/2020,no_gathering,1,NA,NA,NA,N,limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis).,https://governor.nebraska.gov/press/gov-ricketts-further-limits-events-gatherings-prevent-covid-19-spread,3/26/2020
USA,Nebraska,NE,Cass,all,3/19/2020,social_distance,1,NA,NA,NA,N,"requires restaurants and bars in these areas to close their dining areas immediately and move to takeout service, delivery, and/or curbside service only until further notice.",https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Douglas,all,3/19/2020,social_distance,1,NA,NA,NA,N,"requires restaurants and bars in these areas to close their dining areas immediately and move to takeout service, delivery, and/or curbside service only until further notice.",https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Sarpy,all,3/19/2020,social_distance,1,NA,NA,NA,N,"requires restaurants and bars in these areas to close their dining areas immediately and move to takeout service, delivery, and/or curbside service only until further notice.",https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Washington,all,3/19/2020,social_distance,1,NA,NA,NA,N,"requires restaurants and bars in these areas to close their dining areas immediately and move to takeout service, delivery, and/or curbside service only until further notice.",https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Cass,all,3/19/2020,school_closure,1,NA,NA,NA,N,"Additionally, schools in these areas are directed to operate without students in their buildings.  This restriction does not apply to school staff working in school buildings.",https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Douglas,all,3/19/2020,school_closure,1,NA,NA,NA,N,"Additionally, schools in these areas are directed to operate without students in their buildings.  This restriction does not apply to school staff working in school buildings.",https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Sarpy,all,3/19/2020,school_closure,1,NA,NA,NA,N,"Additionally, schools in these areas are directed to operate without students in their buildings.  This restriction does not apply to school staff working in school buildings.",https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Washington,all,3/19/2020,school_closure,1,NA,NA,NA,N,"Additionally, schools in these areas are directed to operate without students in their buildings.  This restriction does not apply to school staff working in school buildings.",https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Cass,all,3/19/2020,no_gathering,1,NA,NA,10,N,gatherings limited to 10 people,https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Douglas,all,3/19/2020,no_gathering,1,NA,NA,10,N,gatherings limited to 10 people,https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Sarpy,all,3/19/2020,no_gathering,1,NA,NA,10,N,gatherings limited to 10 people,https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,Washington,all,3/19/2020,no_gathering,1,NA,NA,10,N,gatherings limited to 10 people,https://governor.nebraska.gov/press/gov-ricketts-announces-directed-health-measure-cass-douglas-sarpy-washington-counties,3/26/2020
USA,Nebraska,NE,all,all,3/19/2020,social_distance,1,NA,NA,NA,N,provided guidance to these locations that they are limited to serving 10 patrons at a time.,https://governor.nebraska.gov/press/gov-ricketts-issues-executive-order-provide-relief-restaurants-and-bars-during-covid-19,3/30/2020
USA,New Hampshire,NH,all,all,3/12/2020,school_closure,1,NA,NA,NA,N,closing all public schools in the state while also providing guidance to districts on remote learning plans.,https://www.governor.nh.gov/news-media/orders-2020/documents/emergency-order-1.pdf,3/17/2020
USA,New Hampshire,NH,all,all,3/12/2020,testing_regime,1,NA,NA,NA,N,"a new order, issued by the states Insurance Commissioner, requiring health insurers to cover services associated with testing of COVID-19. It outlines a series of actions that health insurers must take, such as offering telehealth services and expanding access to prescription drug refills.",https://www.nh.gov/insurance/legal/documents/nhid-order-health-insurer-coverage-coronavirus.pdf,3/17/2020
USA,New Hampshire,NH,all,all,3/16/2020,school_closure,1,NA,NA,NA,N,all schools will be closed,https://www.wmur.com/article/new-hampshire-governor-expands-upon-states-response-to-spread-of-covid-19/31669542#,3/16/2020
USA,New Hampshire,NH,all,all,3/16/2020,no_gathering,0.5,NA,NA,50,N,over 50 people and required that all bars and restaurants transition to offsite eating options.,https://www.governor.nh.gov/news-media/press-2020/20200316-covid-10-businesses.htm,3/17/2020
USA,New Hampshire,NH,all,all,3/18/2020,social_distance,0.5,NA,NA,NA,N,Allow for temporary authorization for takeout or delivery of beer or wine; DMV transitioned to phone and online services,https://www.governor.nh.gov/news-media/press-2020/20200318-covid-10-emergency-orders.htm,3/26/2020
USA,New Hampshire,NH,all,all,3/23/2020,social_distance,1,NA,NA,NA,N,"Provide temporary authority perform secure remote online notarization. Temporarily authorize out-of-state pharmacies to act as licensed mail-order facilities within the State of New Hampshire. Temporarily authorize out-of-state medical providers to provide medically necessary services, as well as services through telehealth",https://www.governor.nh.gov/news-media/press-2020/2020323-eo-2020-11-15.htm,3/26/2020
USA,New Hampshire,NH,all,all,3/24/2020,no_gathering,1,NA,NA,10,N,Emergency Order 16 which prohibits mass gatherings of 10 or more people.,https://www.governor.nh.gov/news-media/press-2020/20200324-emergency-order-16.htm,3/26/2020
USA,New Jersey,NJ,all,all,3/5/2020,travel_ban_local,1,NA,NA,NA,N,"Governor Murphy placed restrictions on state-related business travel for state employees. New Jersey suspended all international travel for state employees until further notice. All domestic out-of-state travel on state-related business must be approved by the Governor’s Office, including same-day travel.",https://nj.gov/governor/news/news/562020/approved/20200305b.shtml,3/17/2020
USA,New Jersey,NJ,all,all,3/9/2020,emergency_declaration,1,NA,NA,NA,N,"executive order declaring a state of emergency and public health emergency. The declaration allows for certain safeguards, such as the prohibition of price increases pursuant to New Jersey’s Consumer Fraud Act, as well as the ability to expedite the delivery of goods and services essential for preparedness and response efforts.",https://www.nga.org/coronavirus/#states,3/17/2020
USA,New Jersey,NJ,all,all,3/12/2020,no_gathering,0.33,NA,NA,250,N,The Governor cancelled all public gatherings with more than 250 individuals.,https://nj.gov/governor/news/news/562020/approved/20200312a.shtml,3/17/2020
USA,New Jersey,NJ,all,all,3/16/2020,social_distance,0.25,NA,NA,NA,N,"The Governor issued closures across the state of restaurants, bars, gyms, and movie theaters, and is limiting restaurants to only delivery and takeout. The Governor also issued a statewide curfew from 8 p.m. to 5 a.m.",https://www.northjersey.com/story/news/new-jersey/2020/03/16/nj-coronavirus-curfew-heres-what-know/5058142002/,3/26/2020
USA,New Jersey,NJ,all,all,3/16/2020,no_gathering,0.67,NA,NA,50,N,"All gatherings of persons in the State of New Jersey shall be limited to 50 persons or fewer, excluding normal operations at airports, bus and train stations, medical facilities, office environments, factories, assemblages for the purpose of industrial or manufacturing work, construction sites, mass transit, or the purchase of groceries or consumer goods.",https://nj.gov/infobank/eo/056murphy/pdf/EO-104.pdf,3/25/2020
USA,New Jersey,NJ,all,all,3/17/2020,social_distance,0.5,NA,NA,NA,N,an administrative order that closes all indoor retail shopping malls and other places of public amusement.,https://nj.gov/governor/news/news/562020/approved/20200317a.shtml,3/26/2020
USA,New Jersey,NJ,all,all,3/18/2020,social_distance,0.75,NA,NA,NA,N,"Closing restaurants and bars for on premise service and move to take-out and delivery services only; and Temporary closing of movie theaters, gyms, and casinos.",https://portal.ct.gov/Office-of-the-Governor/News/Press-Releases/2020/03-2020/Northeast-Governors-From-Connecticut-New-York-New-Jersey-Announce-Collective-Measures,3/26/2020
USA,New Jersey,NJ,all,all,3/18/2020,school_closure,1,NA,NA,NA,N,"all public, private, and parochial preschool programs as well as institutions of higher learning",https://nj.gov/infobank/eo/056murphy/pdf/EO-104.pdf,3/25/2020
USA,New Jersey,NJ,all,all,3/19/2020,social_distance,1,NA,NA,NA,N,an administrative order that mandates the indefinite closure of all personal care businesses and social clubs.,https://nj.gov/governor/news/news/562020/approved/20200319d.shtml,3/26/2020
USA,New Jersey,NJ,all,all,3/21/2020,business_closure,1,NA,NA,NA,N,"Governor Murphy’s Executive Order further directs the closure of all non-essential retail businesses to the public, with the exceptions of:",https://nj.gov/governor/news/news/562020/approved/20200320j.shtml,3/25/2020
USA,New Jersey,NJ,all,all,3/21/2020,home_isolation,1,NA,NA,NA,N,"Executive Order No. 107, directing all residents to stay at home until further notice.",https://nj.gov/governor/news/news/562020/approved/20200320j.shtml,3/26/2020
USA,New Jersey,NJ,all,all,3/21/2020,no_gathering,1,NA,NA,0,N,Order Also Prohibits All Social Gatherings of any size,https://nj.gov/governor/news/news/562020/approved/20200320j.shtml,3/26/2020
USA,New Jersey,NJ,all,all,3/21/2020,work_from_home,1,NA,NA,NA,N,Mandates Work From Home Arrangements for Employees When Possible,https://nj.gov/governor/news/news/562020/approved/20200320j.shtml,3/26/2020
USA,New Jersey,NJ,all,all,3/23/2020,social_distance,1,NA,NA,NA,N,"Executive Order No. 109, suspending all elective surgeries and invasive procedures performed on adults.",https://nj.gov/governor/news/news/562020/approved/20200323b.shtml,3/30/2020
USA,New Jersey,NJ,all,all,3/24/2020,paid_sick_leave,1,NA,NA,NA,N, expands the State’s Temporary Disability Insurance and Family Leave Insurance programs to provide more workers with access to paid leave benefits during public health emergencies.,https://nj.gov/governor/news/news/562020/approved/20200325c.shtml,3/30/2020
USA,New Mexico,NM,all,all,3/11/2020,emergency_declaration,1,NA,NA,NA,NA,declaring a state of public health emergency. The Governor is also restricted state employee travel.,https://www.nga.org/coronavirus/#states,3/17/2020
USA,New Mexico,NM,all,all,3/11/2020,travel_ban_local,1,NA,NA,NA,NA,declaring a state of public health emergency. The Governor is also restricted state employee travel.,https://www.nga.org/coronavirus/#states,3/17/2020
USA,New Mexico,NM,all,all,3/15/2020,social_distance,0.5,NA,NA,NA,N,"The Governor ordered that all restaurants, bars, and food establishments operate at no greater than 50 percent of maximum occupancy.",https://www.governor.state.nm.us/2020/03/15/health-secretary-to-amend-public-health-order-adding-new-restrictions-to-public-gatherings/,3/17/2020
USA,New Mexico,NM,all,all,3/15/2020,no_gathering,0.33,NA,NA,100,N,"The Governor issued a public health order prohibiting gatherings of 100 people or more and also ordered that all restaurants, bars, and food establishments operate at no greater than 50 percent of maximum occupancy.",https://www.governor.state.nm.us/2020/03/15/health-secretary-to-amend-public-health-order-adding-new-restrictions-to-public-gatherings/,3/17/2020
USA,New Mexico,NM,all,all,3/15/2020,work_from_home,0.5,NA,NA,NA,Y,all state agencies to accelerate remote work to minimize face-to-face contact.,https://www.newmexico.gov/2020/03/15/governor-directs-state-government-agencies-to-minimize-face-to-face-contact-while-continuing-service-delivery/,3/17/2020
USA,New Mexico,NM,all,all,3/16/2020,school_closure,1,NA,NA,NA,NA,all New Mexico public schools will close for three weeks beginning March 16th.,https://www.governor.state.nm.us/2020/03/12/new-mexico-schools-to-temporarily-close/,3/17/2020
USA,New Mexico,NM,all,all,3/18/2020,no_gathering,0.67,NA,NA,10,N,"all mass gatherings of 10 or more across the state, which also includes closures of non-essential businesses through April 10.",https://www.governor.state.nm.us/2020/03/18/new-mexico-to-order-additional-closures-to-limit-spread-of-covid-19/,3/26/2020
