adm0_name,adm1_name,adm1_id,adm2_name,adm3_name,date,policy,travel_ban_intl_out_country_list,travel_ban_intl_in_country_list,no_gathering_size,optional,notes,source,access_date,intensity_group,intensity_group2,intensity_group3,intensity_group4,intensity_group5
USA,Nebraska,NE,Douglas,all,3/18/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Sarpy,all,3/18/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Dodge,all,3/25/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Lancaster,all,3/25/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Saunders,all,3/25/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Washington,all,3/25/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Butler,all,3/28/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Hall,all,3/28/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Hamilton,all,3/28/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Merrick,all,3/28/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Polk,all,3/28/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Seward,all,3/28/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,York,all,3/28/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Burt,all,3/29/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Cuming,all,3/29/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Madison,all,3/29/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Stanton,all,3/29/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Banner,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Box Butte,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Cheyenne,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Dawes,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Deuel,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Garden,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Grant,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Kimball,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Morrill,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Scotts Bluff,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Sheridan,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Sioux,all,3/30/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Adams,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Clay,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Nuckolls,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Webster,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Buffalo,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Dawson,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Franklin,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Gosper,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Harlan,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Kearney,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Phelps,all,3/31/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Antelope,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Arthur,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Boyd,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Brown,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Cherry,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Holt,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Hooker,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Keya Paha,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Knox,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Lincoln,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Logan,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,McPherson,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Pierce,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Rock,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,Thomas,all,4/1/2020,business_closure,NA,NA,NA,N,"liquor, wine and beer sales restricted to carry-out or delivery. no onsite consumption at bars, taverns, private clubs. food and beverage sales at restaurants, bars, tavrens, and dine-in establshments are restricted to carry-out, drive-through, and delivery only.",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,food/drink closure,,,,
USA,Nebraska,NE,all,all,3/13/2020,emergency_declaration,NA,NA,NA,NA,Gov. Ricketts issued an emergency declaration for COVID-19,https://governor.nebraska.gov/press/gov-ricketts-issues-emergency-declaration-covid-19,3/26/2020,emergency declaration,,,,
USA,Nebraska,NE,all,all,3/16/2020,no_gathering,NA,NA,NA,N,limits mass gatherings to 50 people or less and requires bars and restaurants to move to takeout only (on a regional basis).,https://governor.nebraska.gov/press/gov-ricketts-further-limits-events-gatherings-prevent-covid-19-spread,3/26/2020,no_gathering_50_99,,,,
USA,Nebraska,NE,Cass,all,3/18/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Douglas,all,3/18/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Sarpy,all,3/18/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Dodge,all,3/25/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Lancaster,all,3/25/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Saunders,all,3/25/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Washington,all,3/25/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Butler,all,3/28/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Hall,all,3/28/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Hamilton,all,3/28/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
USA,Nebraska,NE,Merrick,all,3/28/2020,no_gathering,NA,NA,10,N,"gatherings are hereby prohibited, defined as any event or conveniing that brings together more than 10 patrons",https://governor.nebraska.gov/press/gov-ricketts-announces-15-counties-north-and-central-nebraska-now-included-state%E2%80%99s-directed,4/9/2020,no_gathering_5_49,,,,
